id,setting_1,setting_2,Title,sent_1,sent_2,sent_3,sent_4,sent_5
512dd472-570c-4a85-9d06-76848b969661,Jessica is a violinist.,Robert is a music teacher of Jessica.,A No Good Lie,Jessica was taking violin lessons from Robert.,She was bad and not getting any better.,"Robert needed the money, though.",Jessica finally asked if she'd ever be good.,"Robert lied and said yes, she would some day be great."
25ee68bd-e042-412b-8954-3587905c6b70,Jessica is a violinist.,Robert is Jessica's rival.,Resolving differences,Jessica and Robert had gone to music school together.,They were never on good terms even though they both played different instruments.,Jessica was a violinist while Robert was a pianist.,Once they were asked to be a part of the same concert.,They decided to put aside their differences and work together.
1cb2f270-3af9-46b9-bab1-cbd35e4d0294,Jessica is a violinist.,Robert is Jessica's rival.,No One Wins,The first chair in the orchestra was retiring.,"Jessica wanted to spot, but so did Robert.",Jessica stole Robert's violin.,Robert found out and broke Jessica's violin.,Someone neither of them liked ended up winning the spot.
6dd835d7-faf8-4d1e-bc39-738511b3f827,Jessica is a violinist.,Robert is Jessica's rival.,The Distraction,Jessica was in music class playing the violin when she heard something.,It was Robert playing in the back and Jessica could tell how much he improved.,Jessica was jealous at the fact that Robert plays better than her now.,She tried to ignore him and practice on her own.,"Unfortunately, Robert was playing loudly on purpose."
b3e274ba-906b-48c5-b9fd-6b1df311d630,Jessica is a violinist.,Robert is Jessica's rival.,Even With An Injury She Was Better Than the Competition,Jessica is a violinist in a local orchestra.,She was vying for lead violinist.,Richard is Jessica's rival for the position.,Jessica hurt her wrist during a sports competition.,"Richard was hoping it would give him an advantage, but Jessica was such a superior violinist she still eclipsed Richard even with a wrist injury."
c507fbcb-4b4f-4670-9d7b-fe2e923b078a,Jessica is a violinist.,David is a close friend of Jessica.,Friendly Advice,Jessica had a violin competition coming up and she was extremely nervous.,She couldn't sleep nor eat.,All she thought about was the competition.,Her friend David saw this and told her to sit down.,He told her that it's going to be alright and she will win for sure.
f39777be-4b64-4dbe-8b08-fadd0a987f63,Jessica is a violinist.,David is a close friend of Jessica.,All for You,Jessica is a concert violinist.,She has a big show scheduled for this evening.,Her best friend David is coming to see the show.,It has been a long time since they have seen eachother.,Jessica plans on making the show extra special for David by playing his favorite songs.
2d44a4d6-30f8-4f76-b398-1f44648b2f20,Jessica is a violinist.,David is a close friend of Jessica.,The concert arrangement.,David is friends with Jessica who plays the violin.,They have a great friendship with one major exception.,David hates classical music and refuses to go to her concerts.,David plays football which Jessica does not like.,"They make a deal that if she attends a football game, he will go to a concert."
e3a46940-bcba-4d5f-9b93-32d66d607f32,Jessica is a violinist.,David is a close friend of Jessica.,Friends the morale boosters,Jessica was a talented girl.,She was on her way of becoming a violinist.,"While her music was beautiful, she lacked confidence.","Just before her concert, she became bery nervous.",Her close friend David boosted her morale and she gave a wonderful concert.
887e44b9-9206-4c6b-867a-888e7ac4cb7e,Jessica is a violinist.,David is a friend of Jessica.,Friends are jewels,Jessica and David are good friends.,Jessica is a violinist.,David thought that Jessica was extremely talented.,"Right before a concert, Jessica started getting nervous.",David boosted her morale and she ended up giving an excellent performance.
c69223b2-9e62-49fc-8c13-bee7b17de29f,Jessica is a violinist.,David is a friend of Jessica.,The amazing string instrument duo.,David and Jessica are friends at a church.,David plays the Cello while Jessica plays the violin.,They have always wanted to play together but the chance never came.,The church has a talent show so they sign up.,The performance is stellar and the audience gives a standing ovation.
cd5654d4-a928-40be-bb7b-d77e9ce8d4ba,Jessica is a violinist.,David is a friend of Jessica.,Everyone's Bad,Jessica recently learned to play the violin.,She is terrible and knows it.,"David, her friend, is a great violinist.","One day, he plays her old tapes of when he was starting out.","He was once terrible too, it turns out, which inspires Jessica to keep at it."
c684d219-7d4e-4cc3-a00d-604ae35bd489,Jessica is a violinist.,David is a friend of Jessica.,Musically in Love,Jessica has been a violinist for 5 years.,Her and David have been good friends since they were 8 years old.,Jessica has been in love with David ever since she heard him sing.,One day Jessica was playing the violin while David was singing.,This was the day that they fell in love.
65054dbe-37c2-455b-aaac-f03f87265b0e,Jessica is a violinist.,David is a person who Jessica does not like.,No Date,Jessica was practicing her violin when David came up to her and asked her out.,"Linda apologized and told him she couldn't, she had to practice for the upcoming concert.",David asked whether she'd go out with him after the concert.,"Linda said maybe, and when he left she began to think of another excuse to refuse.",She did not like David and did not want to go out with him.
e7eff99a-8c10-49ac-abf5-5a19b7b30ab2,Jessica is a violinist.,David is a person who Jessica does not like.,A Bad Day,Jessica was practicing her violin because her teacher told her that she needed some practice.,She looked to the side and noticed David walking up to her.,David went up to Jessica and told her how terrible it sounded.,Jessica began to tear up because she had been practicing really hard.,David just laughed it off and walked away.
8e33850e-b734-41ae-b5ae-44fbba1291f4,Jessica is a violinist.,David is a person who Jessica does not like.,Revenge of the Violin,Jessica had a successful violin performance.,"An ex, David, told her she was awful.","For the next week, she woke him up by playing violin outside his window.",He called the cops.,"They arrived and said she was very good and David was a jerk, but she really had to stop."
ac1d71be-7549-4022-ab2c-c97a39ed7079,Jessica is a violinist.,David is a person who Jessica does not like.,the unexpected surprise,jessica plays violin in a hotel on weekends.,David goes to to the same hotel on every week to see jessica but she doesnt like him.,On one evening late night after finished her performance jessica return back home through the back side of the hotel.,David followed her and cornered her near a dark place.,"Jessica was very frightened but David with his friends he made a mob setup and proposed her, she doesnt know what to do and then she asked him to give her some time."
05944aa0-9b05-414f-a904-51607addf87c,Jessica is a violinist.,Dorothy is Jessica's sister.,Talented Sisters,Jessica and her sister Dorothy came from a very musical family.,Jessica was the violinist in the family while Dorothy played piano.,Their parents played cello and bass.,"As a family, they often played together for fun, and to entertain friends and extended family.",Jessica went on to become a world renowned violinist and Dorothy  played piano on a number of jazz albums.
3934afa9-4685-4f02-b522-0af2321d86ea,Jessica is a violinist.,Dorothy is Jessica's sister.,Hidden Talent,Jessica was playing the violin in her room because she thought nobody was home.,She was still a beginner and didn't want anyone to hear.,"Little did she know, her sister Dorothy was in the next room listening.",Dorothy walked over to Jessica's room and told her how good she was.,Jessica couldn't help but blush and thanked her.
5ccc2639-4b39-4aca-a5e2-6eaec2dc3ceb,Jessica is a violinist.,Dorothy is Jessica's sister.,Sibling rivalry turned friendship.,Jessica and Dorothy are sisters who had a rivalry growing.,Jessica was the musician while Dorothy was the athlete.,Jessica always felt less popular due to Dorothy's athletic success and popularity.,This changed when Jessica attended college and made a great group of friends.,Now Dorothy and Jessica are successes and both are proud of each other.
c1a68ce1-ebe3-4ca6-991c-d1e2a8f96609,Jessica is a violinist.,Dorothy is Jessica's sister.,A Childish Solution,Jessica practiced violin night and day.,Her parents were fine with it.,"Her sister, Dorothy, was a writer and needed quiet.",They fought a lot.,"The parents told them to work it out, so Dorothy broke Jessica's violin."
a634c911-c902-4c7b-bb5d-f28067c25853,Jessica is a violinist.,Dorothy is a music teacher of Jessica.,Creepy Tunes,Jessica is a beginner violinist.,Her music teacher is Dorothy who has been teaching music for 23 years.,Dorothy has taken a special interest in Jessica because she looks so much like her daughter.,Jessica starts to feel uncomfortable with the amount of attention Dorothy is giving her.,She decides to make a complaint and Dorothy is fired from her job of 23 years.
33cf844f-fcf3-4883-add3-e44a9e3e75fd,Jessica is a violinist.,Dorothy is a music teacher of Jessica.,Music guide,Jessica had an aptitude for music.,She was training to become a violinist.,"Dorothy, her music teacher, worked hard to hone her talent.",Her hard work paid off and Jessica went on to become a renowned musician.,Jessica was forever grateful for Dorothy's guidance.
ff170e2a-4cc0-4599-9c3d-449d0a861a3f,Jessica is a violinist.,Dorothy is a music teacher of Jessica.,The Master and Apprentice,"Jessica always wanted to get better at the violin but no matter how hard she tried, it didn't work.",She decided she had to ask someone to teach her.,"Jessica went to her teacher, Dorothy after school and asked her to train her.",Dorothy agreed and the both of them started having training sessions weekly.,"After about a month, Jessica improved."
45e8176a-1493-4a9c-8e34-e04d5bb05759,Jessica is a violinist.,Dorothy is a music teacher of Jessica.,Lessons of the Demon,Jessica was very good at violin.,"Her teacher, Dorothy, was a demonic taskmaster.",Jessica cried after every lesson.,Jessica was relieved when Dorothy retired.,"Jessica's playing didn't improve, and in fact, got worse."
0612bba2-6dd1-4ffa-955c-655312169ec7,Jessica is a violinist.,Dorothy is Jessica's rival.,The Devil and the Violin,Jessica and Dorothy were two violinist in the local symphony.,Both were competing for the violinist head chair.,The conductor had them play against each other in a contest for the chair.,Jessica played Bartok - Violin Concerto No.2 for her piece.,"Dorothy surprised everyone and played the Devil Went Down to Georgia, which is really a fiddle piece, and won because of her technical precision."
95e23788-7f2c-4993-bb34-819457b7c197,Jessica is a violinist.,Dorothy is Jessica's rival.,Battle of the Strings,Jessica has been playing violin since she was five.,She recently found out that the London orchestra was looking for a new violinist.,She went to the auditions to try out.,"When she got there, she saw her rival Dorothy was also there to audition.",She was determined to beat Dorothy.
3324f77e-1b80-4379-9a32-709d05e61022,Jessica is a violinist.,Dorothy is Jessica's rival.,Jealousy is threatening,Jessica was enrolled at the music school.,She was a violinist.,Dorothy was a fellow colleague at the music school.,She was jealous of Jessica's talent.,She sabotaged jessica by damaging her violin which really upset her.
99f91a97-6f43-4cf8-877e-fa3b82051e6a,Jessica is a violinist.,Dorothy is Jessica's rival.,The Angry Violinist,Jessica and Dorothy have been rivals since middle school.,They are both violinists at Chester Music School.,Dorothy has always been better and won over 30 awards for her performances.,Jessica gets so mad one day that she smashes Dorothy's violin.,Jessica is expelled from the music school and Dorothy becomes an even more successful violinist.
a19d6158-cb5e-4f65-a974-836fb082bac7,Jessica is a violinist.,Linda is a close friend of Jessica.,True friendship,Jessica is a Violinist.,Linda is a close friend of Jessica.,Jessica wants to enrolled herself for a music competition.,Linda gave her savings for Jessica's entry fees to competition.,Jessica won the competition and dedicated her win to Linda.
2dc392be-6a4e-45b2-90f7-0ac5ed8b145e,Jessica is a violinist.,Linda is a close friend of Jessica.,The Supportive Friend,Jessica had a music competition coming up but unfortunately her parents couldn't attend.,Jessica was saddened by the news because she wanted support there.,She decided to ask her close friend Linda.,Linda agreed to go and even gave her great support.,"In the end, Jessica won the competition."
077c20d4-1ef0-42b8-a123-1758ab5c4ea4,Jessica is a violinist.,Linda is a close friend of Jessica.,Balancing Act,Jessica was practicing a difficult piece on the violin.,"Her friend, Linda, tried to be encouraging.",Jessica kept breaking plans with Linda to practice.,Linda finally confronted her.,Jessica promised she'd work harder on balancing her obligations.
6fad8972-0dda-4d99-be84-cc1bb6e15902,Jessica is a violinist.,Linda is a close friend of Jessica.,Jobs we do,Jessica came to her friend Linda for a visit.,They talked about their families and jobs.,"Linda was a nurse, and she felt her job was far less exciting than Jessica's, since Jessica was a professional violinist and often went on tours.",Jessica noticed that Linda was not sharing much and asked her why.,"When she learned the reason, she assured Linda that she loved hearing about her job, much more than telling about her own."
9761d7e9-47db-4b4c-90d2-e7f7f7ad028b,Jessica is a violinist.,Linda is a friend of Jessica.,True Friends Show Up,Jessica had a violin recital.,She invited all her friends.,Only Linda showed up.,Jessica decided Linda was her only true friend.,"The next day, Jessica removed all her old friends from social media, except for Linda."
a5c643c5-b975-4590-a6d7-43280b7efa5e,Jessica is a violinist.,Linda is a friend of Jessica.,Linda's most successful violin student.,Jessica has played the Violin since childhood.,She has achieved success and will be performing a solo in front of a large audience.,Linda also plays and taught Jessica when Jessica was a child.,Linda travels to town so see Jessica perform.,Linda feels extremely proud as she watches Jessica play her solo.
eb4ded03-5e13-4ac5-9c51-3f9102877057,Jessica is a violinist.,Linda is a friend of Jessica.,The Competition,Jessica has been a violinist for many years.,Her friend Linda was thinking about joining a competition.,Linda wasn't as good as Jessica so she asked her to train her.,Jessica agreed and trained her twice a week.,"In the end, Linda won the competition."
bdbc5873-ed7c-459d-91a9-bb792c3a10cd,Jessica is a violinist.,Linda is a friend of Jessica.,The Jealous Friend,Linda and Jessica have been friends since they were babies.,Jessica is a violinist and Linda is a music teacher.,Linda has been jealous of Jessica's success.,She is even more jealous when she find's out that Jessica is pregnant.,Linda is outraged and sleeps with Jessica's husband which ends their friendship.
399ab5c3-b401-4c31-900c-9fb473f2278f,Jessica is a violinist.,Linda is a person who Jessica does not like.,Music bonds people,Jessica is a Violinist.,"Linda is a Pianist, whom Jessica did not like.",They became the part of school band team.,While preparing competition they came to know each other better.,They won competition and became good friends.
ac1641d7-30a7-45ee-91bb-0ade60617dd1,Jessica is a violinist.,Linda is a person who Jessica does not like.,The Bully,Jessica was trying to tune her violin when she heard someone next to her scoff.,"It was Linda, the girl that she really disliked.",Linda told her that there was no point fixing up her violin because it wouldn't sound good either way.,Jessica ignored her and went back to what she was doing.,Linda got up and walked away.
a99556e0-ddce-46ed-ac36-a507eba8a0b9,Jessica is a violinist.,Linda is a person who Jessica does not like.,The Music Victory,Jessica is a violinist at a music school in Iowa.,Linda is also a violinist at the same school.,"They have always been in competition, especially since the violinist of the year award is coming up.",Jessica sabotages Linda's music notes so she could mess up doing the final performance.,Her plan works and Jessica wins the award.
b9caddad-762b-49ba-bb75-141f89c853e7,Jessica is a violinist.,Linda is a person who Jessica does not like.,Not All Violinist Are Alike,Jessica and Linda always hated each other from the beginning.,They lived in the same neighborhood and were always competing to be the best at whatever they did.,"If Jessica took up skating, Linda had to too.","Swimming, tennis, band, and finally it was violin.","But Jessica won in the end as she got selected for the symphony, but not Linda."
f7fa7dd3-6e34-4641-a77e-68a6fe960476,Jessica is a violinist.,Max is Jessica's dog.,That darn dog!,Jessica plays the Violin professionally.,She loves her dog max who is a hyper active Rottweiler.,"One day while gone, Max breaks her 3000 dollar violin while running through the house.",She is furious and near tears when she gets home.,"Where she sees a dejected Max, her heart softens and she realizes that she cannot stay mad at the face."
2e77e4f4-0a8d-4a9c-a6a4-8583f75d6a1c,Jessica is a violinist.,Max is Jessica's dog.,A Violinists' Friend,"When Jessica was a child, she spent a lot of time inside practicing violin.",She had a natural talent that her family encouraged.,"However, she was lonely.","When she was ten, her parents got her a puppy as a gift.","She named him Max, and he was her constant companion for many years."
4e799641-3e97-4885-899e-f856173bd5ef,Jessica is a violinist.,Max is Jessica's dog.,Max's Chew Toy,Jessica has a lovely violin.,She keeps it safe in a locked case.,"One day, while practicing, the mailman interrupts with a package.","When she returns, she sees her dog Max chewing on her bow.","She decides it's a already ruined, so she lets Max chew away."
92840b39-0296-49ab-b2e1-ca457dc3785d,Jessica is a violinist.,Max is Jessica's dog.,A Sunny Day,Jessica picked up her violin case and grabbed Max's leash.,"The dog sat, panting, waiting to go out.",Jessica smiled as she snapped on the leash and tucked the case under her arm.,She opened the door and gave the leash a gentle tug.,"'Come on, Max ....it's a great day to practice the violin in the park!"
0ac31efc-bcb5-4924-be90-89b5a9b42870,Jessica is a violinist.,Max is a dog owned by a friend of Jessica.,The career threatening injury.,Jessica plays the violin for a living.,She was visiting her friend Susan the other day.,"While playing with the dog Max, Max got aggressive and bit her hand.",Jessica's hand has tendon damage and it may permanently effect her ability to play in the future.,Jessica loves Susan but a lawsuit may be necessary.
a5dafc7d-101d-4f7c-9c58-5812930bb585,Jessica is a violinist.,Max is a dog owned by a friend of Jessica.,The Bad Dog,Jessica was going to practice her violin when she noticed it wasn't where she placed it.,She was taking care of her friend's dog Max for the weekend.,Jessica thought maybe Max took it.,She looked around Max's doghouse and she was frozen in terror.,Inside the doghouse was her violin and it had been torn to pieces.
014b73ca-88a3-4602-b630-401d1ad85543,Jessica is a violinist.,Max is a dog owned by a friend of Jessica.,Max's Show,Jessica bought a new violin.,"Her friend came over with his dog, Max.",Max went straight for the violin case.,"Before he could bite down on it, Jessica took it away and put it on a high shelf.","The friends laughed as Max tried to jump up to get it, and failed."
a9d6b58a-afb3-49df-a96c-b11324b98a52,Jessica is a violinist.,Max is a dog owned by a friend of Jessica.,Rehearse in Peace,Jessica reluctantly agreed to dog-sit for a vacationing friend.,"The dog, Max, ran Jessica ragged during the daytime.","Worse still, Max wouldn't seem to go to sleep or stay asleep.",Jessica was frazzled because she needed to practice her violin solo.,"But, to Jessica's surprise, Max fell asleep at the sound of her violin."
807154ec-bd85-436a-bf68-3c926f4d9744,Jessica is a violinist.,Max is a respected person of Jessica.,Recognizing a Mentor,Jessica was musically talented and wanted to change from playing piano to violin.,Her parents found her an instructor when she was 7.,"She studied with Max for nearly 4 years, until she moved on to a more advanced instructor.",Jessica always respected Max for being such a caring and passionate teacher and mentor.,"When she was awarded a degree from the Peabody Institute as valedictorian, she recognized Max for the difference he made in her life."
25055892-b508-4d29-815e-60a8e7dd3f80,Jessica is a violinist.,Max is a respected person of Jessica.,Winners Never Give Up,"Since she was a little girl, Jessica has been a naturally gifted violinist.",She wanted to be able to play in any classical orchestra.,The orchestra said she needed more formal teaching in order to get a position.,"Max is respected by Jessica as the most gifted teacher of the violin in our region, but he rejected her as a student.",Jessica won him over by playing a solo outside of his classroom.
33a2216d-9a81-4633-9104-25c5d0b5fa40,Jessica is a violinist.,Max is a respected person of Jessica.,Love before Music,Jessica is a beginner violinist at Manhattan Music School.,Max has been a mentor to Jessica for over 5 years.,"One day, Jessica realizes that she is in love with Max.",She decides to make a move but Max is married with 3 kids.,He has to end their close relationship and Jessica commits suicide.
7a746e0a-6503-41d2-9b7e-9b2bcd66f890,Jessica is a violinist.,Max is a respected person of Jessica.,Music Teacher and her best student,Jessica is a Violinist.,Max is a violin teacher whom Jessica respects very much.,Max enrolled Jessica for a music competition.,Jessica worked very hard for the competition.,She finally won and dedicated her win to Max.
7ea7d5e7-0ed6-493c-a260-0dcbc5e8e1cc,Kevin is an office worker.,Robert is Kevin's brother.,The Dead Millionaire,Kevin is an officer worker and wishes he had accomplished more in life.,His brother Robert made it to the NBA and his sister is a doctor.,"Kevin feels like the failure in the family, so he feels there is no reason to live anymore.","He jumps off of a bridge, killing himself.","The next day it is revealed that his father was going to hand over the family business to him, making him a millionaire."
5d539f4e-7d9c-4914-8a30-659822370596,Kevin is an office worker.,Robert is Kevin's brother.,Kevin's Missing Brother,One day Kevin has sitting in his office.,He had just ordered lunch and he was waiting for the delivery.,"He was getting worried because his brother Robert, who was also his co-worker, hadn't shown up for work that morning.",He decided to give him a call and see what was going on.,"He dialed Robert's number but there was no answer, so he left a message and waited for Robert to call him back."
969f03b1-164d-4ea3-86f6-19223529fc8a,Kevin is an office worker.,Robert is Kevin's brother.,unsaid helping hand,Kevin was a officer at a big commercial bank.,Robert was Kevin's brother who wanted a loan for his new restaurant.,"In order to help his Robert, Kevin got his loan approved.",Kevin secretly guaranteed Robert's loan by mortgaging his assets.,Robert became successful but never came to know about Kevin's help.
2329e10b-472a-4a9f-85a2-527c0c01a88d,Kevin is an office worker.,Robert is Kevin's brother.,What a nice surprise,Kevin works in an office near the baseball stadium.,"Robert, Kevin's brother, is attending a day game today.",While downtown he stopped by Kevin's office to see if he wanted to go.,Kevin got permission from his boss to take the afternoon off.,The two brothers had a great time at the game.
1b07dcf1-5e85-48f5-8898-01b28934bc3e,Kevin is an office worker.,Robert is Kevin's colleague.,Routine Transport,Kevin and Robert work at the same office.,On most days they carpool to work.,Kevin will drive for one week.,Robert will drive the next week.,They have been doing this for four years.
bab89d56-7e33-45df-98fe-d981867c35fc,Kevin is an office worker.,Robert is Kevin's colleague.,Lunch Time,Kevin are coworkers in an office.,They get along very well.,Today they are going to go out to lunch together.,They talk about where they want to eat.,They decide on a chinese buffet.
8c1092f8-cd4c-467b-8b1e-edfa1283d47b,Kevin is an office worker.,Robert is Kevin's colleague.,The Office Project,Kevin works in an office with Robert.,Robert and Kevin are assigned to a project together.,The men work together all night to get the project done.,Kevin's boss is happy with the results.,Kevin and Robert get bonuses.
f96c4a81-f14d-43b5-ae23-ddf42b26fd36,Kevin is an office worker.,Robert is Kevin's colleague.,Workplace friendship ruined,Kevin and Robert worked at the same office.,They were assigned to work on the same project.,"While Kevin worked hard on it, Robert took all the credit.",Kevin was very upset about it.,It tinted their friendship forever.
9a47cccf-b16b-4557-961a-c8b18e4ece23,Kevin is an office worker.,Robert is Kevin's rival.,An Unlikely Friendship,Kevin and Robert worked at the same company as salesmen.,they were two of the company's best performers and earned many bonuses.,One time Kevin was made employee of the year and earned a huge bonus.,"Although the two men were rivals, Robert showed a lot of class and organized a big celebratory luncheon for Kevin.",Kevin was very impressed and the two men became friends instead of rivals.
bf830ed2-d771-4490-b470-586001c66bf5,Kevin is an office worker.,Robert is Kevin's rival.,kevin's revenge,kevin was late to the office again.,he didn't even have time for that first cup of coffee.,but the opportunity was too good to pass up.,he filled it to the brim and didn't stop for sugar and milk.,he wouldn't need them when he crashed into robert and spilled it all over his shirt and tie.
d4e5d501-9139-4929-aedd-6ff41f377f4d,Kevin is an office worker.,Robert is Kevin's rival.,Flaming Egos,Robert & Kevin were at the office picnic.,They were going head to head on the grills.,"Robert packed on meat and upped the flames, as Kevin lit more flames and flipped the meat.","Suddenly, the flames went high and unruly, burning all the meat!",They put out the fire and decided to bury the hatchet.
09949151-7f7c-4371-87d1-ac377d1fdd51,Kevin is an office worker.,Robert is Kevin's rival.,Expectations hurts,Kevin was a officer at a big company.,Robert is a Kevin's rival at the company.,Robert and Kevin were both fighting for a promotion.,Robert got the promotion for his new project.,Kevin quit the company for a better opportunity
fbf9541d-ca9c-47f3-9e9c-924faecd61b1,Kevin is an office worker.,David is a close friend of Kevin.,Helping out a Friend,David had been looking for a job.,His friend Kevin worked in an office downtown.,Kevin told David about an opening they had.,David applied and got the job!,David and Kevin celebrated with a beer at their favorite bar.
39038851-d682-4c71-bcb0-5852be24d898,Kevin is an office worker.,David is a close friend of Kevin.,An Accident at Kevin's Office,Kevin got into the office late Monday morning.,"He hadn't slept well the night before, and he was having trouble getting all his Monday appointments straight.","He finally got down to work when David, a close friend of his, knocked on his door.","Kevin started to get up to answer the door, but his leg buckled under him.","David heard a scream from Kevin's office, and he called 911."
9417dc2a-fb4d-4d99-b31d-abbea215f5f5,Kevin is an office worker.,David is a close friend of Kevin.,Work overload,Kevin and David were good friends.,Kevin worked at a corporate office.,They met at the local coffee shop everyday after work.,One night kevin didn't make it to the coffee shop which got Favid really worried.,It turned out that he had extra workload and had to work the night shift.
ef3179dc-cadc-47f2-b92b-9b2a6badfa7d,Kevin is an office worker.,David is a close friend of Kevin.,Bachelor Prank,Kevin was at the office the night before getting married.,"He was working late, so he wasn't going to have a bachelor party.","Suddenly, David showed up and started taking his shirt off and dancing.","Kevin was laughing, when two security guards showed up and dragged him away.","Kevin felt bad, so he left for the day to go help David."
a32b2521-e6cd-4a57-8969-0c98631d4c70,Kevin is an office worker.,David is Kevin's boss.,Office diaries- hard work pays off,Kevin was working in a big corporate office.,David was Kevin's boss who trust very much in Kevin.,"When a new big project arrived at a company, David assigned it to Kevin.",Kevin worked day and night to successfully deliver the project.,For his effor and dedication he got promoted.
2dcc0ff3-1dbf-40f0-9c18-7efd1140ac08,Kevin is an office worker.,David is Kevin's boss.,Be Aware of Friendships with your Boss,"Although David was Kevin's boss at their job, they maintained a healthy friendship.","Both knew this was risky; that David could be accused of favoritism, but the two played golf together, went to ball games, and were friends for many years.",Then everything broke loose in a hurry.,Kevin and another employee went for a promotion and David gave the job to the other employee.,"Kevin and David remained acquaintances, but things were never the same on or off the job."
9f95f013-319d-40b9-85f4-0d1fc8050f6f,Kevin is an office worker.,David is Kevin's boss.,Office Hours,Kevin works in an office in New York.,Kevin works four ten hour days.,"His boss,David wants him to work five eight hour days.",Kevin asked David if he could work four eight hour days and work Fridays at home.,David said that that would be fine.
bd086086-01fe-49cb-80eb-b9f9449bc19f,Kevin is an office worker.,David is Kevin's boss.,All you have to do is ask,Kevin has been working under David for several years.,"Kevin sometimes has a hard time with David, because Kevin thinks he know what is best for the company.",David often gives Kevin assignments that are not that important.,One day Kevin asked David for more responsibility.,David agreed Kevin should be working on more important assignments he was just waiting for his to ask.
b6b5a195-b8ef-466e-8623-3d77e419082d,Kevin is an office worker.,David is a person who Kevin does not like.,Failed Sabotage,Kevin wanted to get David in trouble.,So he went to his manager and reported him.,Then he went to all the coworkers and gossiped about him.,"Soon, Kevin's boss noticed his antics.",His boss called a meeting and promptly fired him.
b06404c2-f995-4ef7-bda4-1bf6ae7c3431,Kevin is an office worker.,David is a person who Kevin does not like.,Everybody time comes,Kevin worked at a big corporate firm.,David used to bully Kevin in school and that's why Kevin do not like him.,Kevin is now David's boss.,Kevin assigns David extra work each day.,David feels guilty of mistakes he did in past.
0da6ff93-7749-4e17-b05b-217ada3c8fa1,Kevin is an office worker.,David is a person who Kevin does not like.,Office Thief,Kevin has been working at an office downtown.,He has been missing his lunch every few days.,Someone tells Kevin that their co-worker David has been stealing his food.,Kevin is very upset.,He finally confronts David.
f8657fd1-3ca9-4251-b178-f4f9cd92f201,Kevin is an office worker.,David is a person who Kevin does not like.,Kevin and David's Confrontation,"Kevin has been with Bailey Enterprises for a year, and his salary is low compared to his coworkers.",David has been with Bailey Enterprises two years.,Kevin does not like David because David borrows other employees' things and doesn't return them.,One morning David knocks on Kevin's office door and asks Kevin if he can borrow his clock.,"Without answering, Kevin furiously slams his office door shut on David and goes back to his work."
7025553b-f294-47d0-8957-e84871e7d0a5,Kevin is an office worker.,Dorothy is Kevin's sister.,A Visit After Work,Kevin had a missed call on his office phone.,It was from his sister Dorothy.,Something terrible had happened.,His nephew had fallen and broken his arm!,Kevin went to see his nephew in the hospital after work.
311559fb-b790-4673-aa88-4de15b69a3a8,Kevin is an office worker.,Dorothy is Kevin's sister.,a ride for dorothy.,kevin hates it when he has to give his sister a ride to work.,she can afford her own car but is too cheap.,he fantasizes that some day she will get that car and he will get his revenge.,he will snooze in the passenger seat and play with the radio and do all the things that she currently does to annoy him.,but he'll probably still have to pay for gas.
35e4b021-441d-4cd9-9af9-c12104b2bd96,Kevin is an office worker.,Dorothy is Kevin's sister.,Sibling Rivalry,Kevin and Dorothy are siblings.,Kevin works hard and Dorothy is very lazy.,Dorothy asks Kevin for money all the time.,He is sick of giving her money and told her to get a job.,Dorothy is mad at Kevin for making her stop being so lazy and get a job.
6d7da2a6-b53d-4dfd-9f38-4f0768a02582,Kevin is an office worker.,Dorothy is Kevin's sister.,Kind brother,Kevin is a officer at a big corporate firm.,Dorothy is Kevin's sister.,Dorothy once needed $5000 for her college fees.,Kevin helped Dorothy with financially.,Dorothy is always grateful to Kevin for his help.
8783ce83-743a-4fef-88f6-5e4132fafaf1,Kevin is an office worker.,Dorothy is Kevin's colleague.,Friends for life,Kevin works at a office.,Dorothy is Kevin's colleague.,Kevin and Dorothy were both assigned an assignment.,They worked very hard and got it completed on time.,They became good friends after the project.
99f8dc04-38a9-4907-a319-e1da558766a2,Kevin is an office worker.,Dorothy is Kevin's colleague.,From helpful to dating,Kevin and Dorothy work at the same call center.,Their cubicles sit adjacent to each other so it is easy for them to communicate.,Dorothy often asks Kevin for help because he is more experienced.,Kevin enjoys helping Dorothy because he thinks she is cute.,One day Dorothy asks Kevin out for dinner because of all his help.
78147246-b720-490d-aedc-07975f0065c4,Kevin is an office worker.,Dorothy is Kevin's colleague.,Two Employees face a Stressful Situation,Kevin and Dorothy found themselves in a very awkward situation.,"Both were office workers, employed by the same company.","it had been made clear to both of them that due to the company's financial woes, one would have to be laid off.",This stress started to take it's toll on Kevin and Dorothy and by the time the official word came down...that Kevin was laid off....neither were speaking to the other.,In fact they never spoke to each other again.
3bcae92d-c9a2-4869-9c30-92d81bdcf776,Kevin is an office worker.,Dorothy is Kevin's colleague.,Introduction to the Office,Kevin just started a new job.,He is assigned to work with Dorothy.,Dorothy has been with the company for years.,She shows Kevin the ropes.,Kevin is grateful for her help.
df500a81-1b4f-4c14-94ce-c64c0fa8636f,Kevin is an office worker.,Dorothy is Kevin's rival.,Dorothy's Trick,Kevin was late for his presentation.,He ran into work with papers spilling out of his hands.,They changed the meeting place.,"Dorothy said, they moved it in there.",Kevin ran though the door and found himself in the back alley.
